run,query,data,load_time,exec_time
3,query-10.sparql,data_100.nt,97,87
3,query-11.sparql,data_100.nt,96,139
3,query-12.sparql,data_100.nt,98,431
3,query-13.sparql,data_100.nt,96,76
3,query-14.sparql,data_100.nt,97,201
3,query-15.sparql,data_100.nt,96,60
3,query-16.sparql,data_100.nt,97,244
3,query-17.sparql,data_100.nt,98,85
3,query-18.sparql,data_100.nt,98,62
3,query-19.sparql,data_100.nt,99,76
3,query-2.sparql,data_100.nt,96,16033
3,query-20.sparql,data_100.nt,99,164
3,query-21.sparql,data_100.nt,97,76
3,query-22.sparql,data_100.nt,97,6701
3,query-23.sparql,data_100.nt,96,78
3,query-24.sparql,data_100.nt,98,1158
3,query-25.sparql,data_100.nt,97,98
3,query-26.sparql,data_100.nt,98,65
3,query-27.sparql,data_100.nt,100,1472
3,query-28.sparql,data_100.nt,95,2768
3,query-29.sparql,data_100.nt,95,2119
3,query-3.sparql,data_100.nt,96,5816
3,query-30.sparql,data_100.nt,96,64
3,query-31.sparql,data_100.nt,99,65
3,query-32.sparql,data_100.nt,126,86
3,query-33.sparql,data_100.nt,95,72
3,query-34.sparql,data_100.nt,96,83
3,query-35.sparql,data_100.nt,96,73
3,query-36.sparql,data_100.nt,97,398
3,query-37.sparql,data_100.nt,98,78
3,query-38.sparql,data_100.nt,98,1633
3,query-39.sparql,data_100.nt,98,87
3,query-4.sparql,data_100.nt,97,1724
3,query-40.sparql,data_100.nt,97,408
3,query-41.sparql,data_100.nt,96,771
3,query-42.sparql,data_100.nt,95,62
3,query-43.sparql,data_100.nt,102,1325
3,query-44.sparql,data_100.nt,96,81
3,query-46.sparql,data_100.nt,97,74
3,query-47.sparql,data_100.nt,97,72
3,query-48.sparql,data_100.nt,101,76
3,query-49.sparql,data_100.nt,94,534
3,query-5.sparql,data_100.nt,94,94
3,query-6.sparql,data_100.nt,101,1130
3,query-7.sparql,data_100.nt,96,1159
3,query-8.sparql,data_100.nt,99,882
3,query-9.sparql,data_100.nt,97,64
4,query-0.sparql,data_100.nt,99,122
4,query-1.sparql,data_100.nt,96,100
4,query-10.sparql,data_100.nt,95,87
4,query-11.sparql,data_100.nt,98,139
4,query-12.sparql,data_100.nt,106,492
4,query-13.sparql,data_100.nt,99,80
4,query-14.sparql,data_100.nt,104,207
4,query-15.sparql,data_100.nt,98,62
4,query-16.sparql,data_100.nt,98,232
4,query-17.sparql,data_100.nt,98,86
4,query-18.sparql,data_100.nt,98,63
4,query-19.sparql,data_100.nt,97,76
4,query-2.sparql,data_100.nt,94,15657
4,query-20.sparql,data_100.nt,97,166
4,query-21.sparql,data_100.nt,98,76
4,query-22.sparql,data_100.nt,98,6673
4,query-23.sparql,data_100.nt,95,76
4,query-24.sparql,data_100.nt,97,1159
4,query-25.sparql,data_100.nt,97,99
4,query-26.sparql,data_100.nt,97,65
4,query-27.sparql,data_100.nt,97,1430
4,query-28.sparql,data_100.nt,97,2752
4,query-29.sparql,data_100.nt,95,2129
4,query-3.sparql,data_100.nt,97,5935
4,query-30.sparql,data_100.nt,96,64
4,query-31.sparql,data_100.nt,99,63
4,query-32.sparql,data_100.nt,102,86
4,query-33.sparql,data_100.nt,97,75
4,query-34.sparql,data_100.nt,94,74
4,query-35.sparql,data_100.nt,96,73
4,query-36.sparql,data_100.nt,96,411
4,query-37.sparql,data_100.nt,97,78
4,query-38.sparql,data_100.nt,96,1722
4,query-39.sparql,data_100.nt,96,88
4,query-4.sparql,data_100.nt,96,1726
4,query-40.sparql,data_100.nt,95,409
4,query-41.sparql,data_100.nt,96,767
4,query-42.sparql,data_100.nt,98,62
4,query-43.sparql,data_100.nt,96,1327
4,query-44.sparql,data_100.nt,98,81
4,query-46.sparql,data_100.nt,95,73
4,query-47.sparql,data_100.nt,94,73
4,query-48.sparql,data_100.nt,97,77
4,query-49.sparql,data_100.nt,98,494
4,query-5.sparql,data_100.nt,96,94
4,query-6.sparql,data_100.nt,98,1141
4,query-7.sparql,data_100.nt,97,1219
4,query-8.sparql,data_100.nt,96,883
4,query-9.sparql,data_100.nt,97,66
