run,query,data,type,phase,netw_time,reas_time
0,pp2-re1.n3,data_2_000_pt2.nt,bwd_auto,create,19,20
0,pp2-re1.n3,data_2_000_pt2.nt,bwd_auto,run,638,114
0,pp2-re1.n3,data_2_000_pt2.nt,bwd_auto,total,657,134
0,pp2.n3,data_2_000_pt2.nt,bwd_auto,create,19,20
0,pp2.n3,data_2_000_pt2.nt,bwd_auto,run,638,1150
0,pp2.n3,data_2_000_pt2.nt,bwd_auto,total,657,1170
0,pp3.n3,data_2_000_pt2.nt,bwd_auto,create,18,50
0,pp3.n3,data_2_000_pt2.nt,bwd_auto,run,583,1038
0,pp3.n3,data_2_000_pt2.nt,bwd_auto,total,601,1088
0,pp4-2.n3,data_2_000_pt2.nt,bwd_auto,create,18,27
0,pp4-2.n3,data_2_000_pt2.nt,bwd_auto,run,629,1991
0,pp4-2.n3,data_2_000_pt2.nt,bwd_auto,total,647,2018
0,pp4-re0.n3,data_2_000_pt2.nt,bwd_auto,create,18,27
0,pp4-re0.n3,data_2_000_pt2.nt,bwd_auto,run,594,4
0,pp4-re0.n3,data_2_000_pt2.nt,bwd_auto,total,612,31
0,pp4-re1.n3,data_2_000_pt2.nt,bwd_auto,create,18,27
0,pp4-re1.n3,data_2_000_pt2.nt,bwd_auto,run,592,471
0,pp4-re1.n3,data_2_000_pt2.nt,bwd_auto,total,610,498
0,pp4.n3,data_2_000_pt2.nt,bwd_auto,create,18,27
0,pp4.n3,data_2_000_pt2.nt,bwd_auto,run,590,2036
0,pp4.n3,data_2_000_pt2.nt,bwd_auto,total,608,2063
