,query,netw_time,reas_time,total_time,id
0,pp1.n3,1730.0,384.0,2114.0,pp1
3,pp2.n3,1662.0,15346.0,17008.0,pp2
4,pp3.n3,1660.0,5079.0,6739.0,pp3
7,pp4.n3,1653.0,124477.0,126130.0,pp4
