run,query,data,load_time,exec_time
0,query-0.sparql,data_50.nt,124,95
0,query-1.sparql,data_50.nt,136,129
0,query-10.sparql,data_50.nt,125,103
0,query-11.sparql,data_50.nt,122,119
0,query-12.sparql,data_50.nt,121,285
0,query-13.sparql,data_50.nt,121,97
0,query-14.sparql,data_50.nt,119,105
0,query-15.sparql,data_50.nt,126,87
0,query-16.sparql,data_50.nt,121,130
0,query-17.sparql,data_50.nt,120,97
0,query-18.sparql,data_50.nt,120,86
0,query-19.sparql,data_50.nt,122,99
0,query-2.sparql,data_50.nt,120,324
0,query-20.sparql,data_50.nt,119,109
0,query-21.sparql,data_50.nt,119,94
0,query-22.sparql,data_50.nt,123,116
0,query-23.sparql,data_50.nt,121,146
0,query-24.sparql,data_50.nt,122,455
0,query-25.sparql,data_50.nt,119,106
0,query-26.sparql,data_50.nt,124,85
0,query-27.sparql,data_50.nt,119,143
0,query-28.sparql,data_50.nt,118,194
0,query-29.sparql,data_50.nt,121,144
0,query-3.sparql,data_50.nt,120,146
0,query-30.sparql,data_50.nt,120,89
0,query-31.sparql,data_50.nt,124,83
0,query-32.sparql,data_50.nt,119,106
0,query-33.sparql,data_50.nt,122,80
0,query-34.sparql,data_50.nt,120,83
0,query-35.sparql,data_50.nt,119,95
0,query-36.sparql,data_50.nt,121,180
0,query-37.sparql,data_50.nt,120,101
0,query-38.sparql,data_50.nt,120,178
0,query-39.sparql,data_50.nt,125,113
0,query-4.sparql,data_50.nt,120,111
0,query-40.sparql,data_50.nt,120,118
0,query-41.sparql,data_50.nt,118,218
0,query-42.sparql,data_50.nt,117,87
0,query-43.sparql,data_50.nt,125,152
0,query-44.sparql,data_50.nt,120,100
0,query-45.sparql,data_50.nt,120,3366
0,query-46.sparql,data_50.nt,121,91
0,query-47.sparql,data_50.nt,123,90
0,query-48.sparql,data_50.nt,119,101
0,query-49.sparql,data_50.nt,120,113
0,query-5.sparql,data_50.nt,117,101
0,query-6.sparql,data_50.nt,121,369
0,query-7.sparql,data_50.nt,119,196
0,query-8.sparql,data_50.nt,121,228
0,query-9.sparql,data_50.nt,121,88
1,query-0.sparql,data_50.nt,120,92
1,query-1.sparql,data_50.nt,120,108
1,query-10.sparql,data_50.nt,121,102
1,query-11.sparql,data_50.nt,120,112
1,query-12.sparql,data_50.nt,120,286
1,query-13.sparql,data_50.nt,121,98
1,query-14.sparql,data_50.nt,121,103
1,query-15.sparql,data_50.nt,120,86
1,query-16.sparql,data_50.nt,122,128
1,query-17.sparql,data_50.nt,119,96
1,query-18.sparql,data_50.nt,118,89
1,query-19.sparql,data_50.nt,122,101
1,query-2.sparql,data_50.nt,120,326
1,query-20.sparql,data_50.nt,118,107
1,query-21.sparql,data_50.nt,121,96
1,query-22.sparql,data_50.nt,118,115
1,query-23.sparql,data_50.nt,120,146
1,query-24.sparql,data_50.nt,120,453
1,query-25.sparql,data_50.nt,135,116
1,query-26.sparql,data_50.nt,124,86
1,query-27.sparql,data_50.nt,123,145
1,query-28.sparql,data_50.nt,127,193
1,query-29.sparql,data_50.nt,126,149
1,query-3.sparql,data_50.nt,136,157
1,query-30.sparql,data_50.nt,123,90
1,query-31.sparql,data_50.nt,126,84
1,query-32.sparql,data_50.nt,123,111
1,query-33.sparql,data_50.nt,123,83
1,query-34.sparql,data_50.nt,120,85
1,query-35.sparql,data_50.nt,123,95
1,query-36.sparql,data_50.nt,120,180
1,query-37.sparql,data_50.nt,121,105
1,query-38.sparql,data_50.nt,121,182
1,query-39.sparql,data_50.nt,121,112
1,query-4.sparql,data_50.nt,120,109
1,query-40.sparql,data_50.nt,120,115
1,query-41.sparql,data_50.nt,119,240
1,query-42.sparql,data_50.nt,118,88
1,query-43.sparql,data_50.nt,117,147
1,query-44.sparql,data_50.nt,119,95
1,query-45.sparql,data_50.nt,119,3399
1,query-46.sparql,data_50.nt,119,91
1,query-47.sparql,data_50.nt,119,93
1,query-48.sparql,data_50.nt,119,99
1,query-49.sparql,data_50.nt,117,113
1,query-5.sparql,data_50.nt,118,99
1,query-6.sparql,data_50.nt,118,376
1,query-7.sparql,data_50.nt,122,196
1,query-8.sparql,data_50.nt,117,229
1,query-9.sparql,data_50.nt,121,86
2,query-0.sparql,data_50.nt,119,95
2,query-1.sparql,data_50.nt,121,105
2,query-10.sparql,data_50.nt,121,100
2,query-11.sparql,data_50.nt,118,112
2,query-12.sparql,data_50.nt,119,282
2,query-13.sparql,data_50.nt,120,97
2,query-14.sparql,data_50.nt,121,101
2,query-15.sparql,data_50.nt,117,87
2,query-16.sparql,data_50.nt,119,127
2,query-17.sparql,data_50.nt,120,99
2,query-18.sparql,data_50.nt,118,88
2,query-19.sparql,data_50.nt,120,99
2,query-2.sparql,data_50.nt,119,325
2,query-20.sparql,data_50.nt,121,108
2,query-21.sparql,data_50.nt,119,93
2,query-22.sparql,data_50.nt,120,111
2,query-23.sparql,data_50.nt,122,143
2,query-24.sparql,data_50.nt,119,455
2,query-25.sparql,data_50.nt,119,107
2,query-26.sparql,data_50.nt,120,81
2,query-27.sparql,data_50.nt,114,141
2,query-28.sparql,data_50.nt,120,189
2,query-29.sparql,data_50.nt,120,144
2,query-3.sparql,data_50.nt,118,146
2,query-30.sparql,data_50.nt,118,90
2,query-31.sparql,data_50.nt,118,82
2,query-32.sparql,data_50.nt,118,105
2,query-33.sparql,data_50.nt,121,81
2,query-34.sparql,data_50.nt,120,84
2,query-35.sparql,data_50.nt,120,94
2,query-36.sparql,data_50.nt,119,179
2,query-37.sparql,data_50.nt,119,99
2,query-38.sparql,data_50.nt,122,178
2,query-39.sparql,data_50.nt,120,108
2,query-4.sparql,data_50.nt,118,117
2,query-40.sparql,data_50.nt,119,116
2,query-41.sparql,data_50.nt,118,216
2,query-42.sparql,data_50.nt,119,85
2,query-43.sparql,data_50.nt,119,148
2,query-44.sparql,data_50.nt,134,111
2,query-45.sparql,data_50.nt,132,3359
2,query-46.sparql,data_50.nt,117,89
2,query-47.sparql,data_50.nt,119,91
2,query-48.sparql,data_50.nt,119,99
2,query-49.sparql,data_50.nt,119,112
2,query-5.sparql,data_50.nt,117,96
2,query-6.sparql,data_50.nt,117,371
2,query-7.sparql,data_50.nt,118,193
2,query-8.sparql,data_50.nt,120,222
2,query-9.sparql,data_50.nt,117,87
3,query-0.sparql,data_50.nt,118,93
3,query-1.sparql,data_50.nt,121,107
3,query-10.sparql,data_50.nt,121,101
3,query-11.sparql,data_50.nt,120,109
3,query-12.sparql,data_50.nt,121,284
3,query-13.sparql,data_50.nt,118,99
3,query-14.sparql,data_50.nt,120,102
3,query-15.sparql,data_50.nt,119,84
3,query-16.sparql,data_50.nt,118,128
3,query-17.sparql,data_50.nt,115,103
3,query-18.sparql,data_50.nt,119,89
3,query-19.sparql,data_50.nt,120,98
3,query-2.sparql,data_50.nt,120,322
3,query-20.sparql,data_50.nt,119,108
3,query-21.sparql,data_50.nt,120,94
3,query-22.sparql,data_50.nt,117,113
3,query-23.sparql,data_50.nt,119,143
3,query-24.sparql,data_50.nt,119,449
3,query-25.sparql,data_50.nt,119,111
3,query-26.sparql,data_50.nt,120,83
3,query-27.sparql,data_50.nt,130,144
3,query-28.sparql,data_50.nt,120,186
3,query-29.sparql,data_50.nt,121,142
3,query-3.sparql,data_50.nt,118,146
3,query-30.sparql,data_50.nt,121,88
3,query-31.sparql,data_50.nt,121,83
3,query-32.sparql,data_50.nt,120,104
3,query-33.sparql,data_50.nt,120,80
3,query-34.sparql,data_50.nt,119,82
3,query-35.sparql,data_50.nt,119,95
3,query-36.sparql,data_50.nt,118,177
3,query-37.sparql,data_50.nt,119,99
3,query-38.sparql,data_50.nt,119,179
3,query-39.sparql,data_50.nt,118,109
3,query-4.sparql,data_50.nt,120,109
3,query-40.sparql,data_50.nt,119,116
3,query-41.sparql,data_50.nt,119,217
3,query-42.sparql,data_50.nt,120,87
3,query-43.sparql,data_50.nt,119,150
3,query-44.sparql,data_50.nt,120,97
3,query-45.sparql,data_50.nt,118,3458
3,query-46.sparql,data_50.nt,118,90
3,query-47.sparql,data_50.nt,120,87
3,query-48.sparql,data_50.nt,117,99
3,query-49.sparql,data_50.nt,122,112
3,query-5.sparql,data_50.nt,120,98
3,query-6.sparql,data_50.nt,120,370
