query,data,load_time,exec_time
query-0.sparql,data_50.nt,4.231832999721519,80.85354099966935
query-1.sparql,data_50.nt,0.9701670005597407,32.154124999578926
query-10.sparql,data_50.nt,1.0128330013685627,18.15366700066079
query-11.sparql,data_50.nt,1.0492090004845522,41.758542000025045
query-12.sparql,data_50.nt,1.2969999988854397,1401.1025840009097
query-13.sparql,data_50.nt,1.1743750001187436,10.46466699881421
query-14.sparql,data_50.nt,0.8055420003074687,85.45745799892757
query-15.sparql,data_50.nt,0.996292001218535,5.575790999500896
query-16.sparql,data_50.nt,0.8080829993559746,224.79375000148138
query-17.sparql,data_50.nt,1.3010420007049106,19.94541699968977
query-18.sparql,data_50.nt,0.9470830009377096,6.987583999944036
query-19.sparql,data_50.nt,0.8158340006048093,14.763208999283961
query-2.sparql,data_50.nt,1.1852909992740024,1688.8117079997755
query-20.sparql,data_50.nt,1.2199579996376997,43.629916001009406
query-21.sparql,data_50.nt,1.2867080004070885,11.825124998722458
query-22.sparql,data_50.nt,0.9052910008904291,154.78616600012174
query-23.sparql,data_50.nt,1.316416999543435,158.55937500055006
query-24.sparql,data_50.nt,1.107332998799393,6327.029749998474
query-25.sparql,data_50.nt,1.0184169987041969,58.57362500137242
query-26.sparql,data_50.nt,0.822208001409308,7.77041699984693
query-27.sparql,data_50.nt,1.0343750000174623,1012.650417000259
query-28.sparql,data_50.nt,1.2722080009552883,998.1186670011084
query-29.sparql,data_50.nt,0.9684169999673031,418.7387919992034
query-3.sparql,data_50.nt,1.22916700092901,342.0086659989465
query-30.sparql,data_50.nt,1.1772079997172114,7.334374999118154
query-31.sparql,data_50.nt,0.811707999673672,7.649499999388354
query-32.sparql,data_50.nt,0.7805830009601777,36.678332999144914
query-33.sparql,data_50.nt,1.0480829987500329,9.709625001050881
query-34.sparql,data_50.nt,0.7964999986143084,7.45091700082412
query-35.sparql,data_50.nt,0.9271250000892906,14.356625000800705
query-36.sparql,data_50.nt,0.9143329989456106,427.8794999991078
query-37.sparql,data_50.nt,1.1666669997794088,14.83229199948255
query-38.sparql,data_50.nt,1.046707999194041,697.3358750001353
query-39.sparql,data_50.nt,1.0822080002981238,37.90237499924842
query-4.sparql,data_50.nt,1.046249999490101,83.94616700024926
query-40.sparql,data_50.nt,0.8759579995967215,84.7901670003921
query-41.sparql,data_50.nt,1.009874998999294,1542.00529100126
query-42.sparql,data_50.nt,0.991625000096974,6.427750000511878
query-43.sparql,data_50.nt,0.7084999997459818,422.8242079989286
query-44.sparql,data_50.nt,1.1002499995811377,11.512499999298598
query-46.sparql,data_50.nt,0.9526660014671506,6.735625000146683
query-47.sparql,data_50.nt,0.8622499990451615,5.439292001028662
query-48.sparql,data_50.nt,0.7108329991751816,9.529708999252762
query-49.sparql,data_50.nt,0.7807920010236558,261.85337499919115
query-5.sparql,data_50.nt,1.0377090002293698,16.628666999167763
query-6.sparql,data_50.nt,0.7299170010810485,3882.891707999079
query-7.sparql,data_50.nt,0.9632090004743077,726.0667499995179
query-8.sparql,data_50.nt,1.0761670000647428,1216.338000000178
query-9.sparql,data_50.nt,0.9747080002853181,7.340416999795707
